acquisition_channel,signup_month,activity_month,period_index,cohort_customers,acquisition_spend,cac,active_customers,net_revenue,contribution_margin,cumulative_contribution_margin,cumulative_margin_net_of_cac,payback_ratio
Paid Social,2026-01-01,2026-05-01,4,89,3066.11,34.45,4,1460.32,558.26,5085.5,2019.39,1.6586
Paid Social,2026-01-01,2026-06-01,5,89,3066.11,34.45,2,617.41,149.5,5235.0,2168.89,1.7074
Affiliate,2025-10-01,2025-10-01,0,20,772.19,38.61,18,5500.23,1775.59,1775.59,1003.4,2.2994
Affiliate,2025-10-01,2025-11-01,1,20,772.19,38.61,2,235.42,53.68,1829.27,1057.08,2.3689
Affiliate,2025-10-01,2025-12-01,2,20,772.19,38.61,4,1206.64,365.02,2194.29,1422.1,2.8416
Affiliate,2025-10-01,2026-01-01,3,20,772.19,38.61,4,1086.46,-21.67,2172.62,1400.43,2.8136
Affiliate,2025-10-01,2026-02-01,4,20,772.19,38.61,2,277.24,123.26,2295.88,1523.69,2.9732
Affiliate,2025-10-01,2026-03-01,5,20,772.19,38.61,2,348.36,161.38,2457.26,1685.07,3.1822
Affiliate,2025-10-01,2026-04-01,6,20,772.19,38.61,0,0.00,0.0,2457.26,1685.07,3.1822
Affiliate,2025-10-01,2026-05-01,7,20,772.19,38.61,0,0.00,0.0,2457.26,1685.07,3.1822
Affiliate,2025-10-01,2026-06-01,8,20,772.19,38.61,0,0.00,0.0,2457.26,1685.07,3.1822
Email & CRM,2025-03-01,2025-03-01,0,27,151.16,5.6,26,7536.66,2041.16,2041.16,1890.0,13.5033
Email & CRM,2025-03-01,2025-04-01,1,27,151.16,5.6,5,1470.63,486.42,2527.58,2376.42,16.7212
Email & CRM,2025-03-01,2025-05-01,2,27,151.16,5.6,7,1384.09,264.12,2791.7,2640.54,18.4685
Email & CRM,2025-03-01,2025-06-01,3,27,151.16,5.6,6,1836.86,-23.09,2768.61,2617.45,18.3158
Email & CRM,2025-03-01,2025-07-01,4,27,151.16,5.6,3,377.87,-43.44,2725.17,2574.01,18.0284
Email & CRM,2025-03-01,2025-08-01,5,27,151.16,5.6,3,1675.83,399.3,3124.47,2973.31,20.67
Email & CRM,2025-03-01,2025-09-01,6,27,151.16,5.6,6,2382.11,546.8,3671.27,3520.11,24.2873
Email & CRM,2025-03-01,2025-10-01,7,27,151.16,5.6,1,68.19,19.06,3690.33,3539.17,24.4134
Email & CRM,2025-03-01,2025-11-01,8,27,151.16,5.6,0,0.00,0.0,3690.33,3539.17,24.4134
Email & CRM,2025-03-01,2025-12-01,9,27,151.16,5.6,4,354.83,116.56,3806.89,3655.73,25.1845
Email & CRM,2025-03-01,2026-01-01,10,27,151.16,5.6,2,272.83,158.03,3964.92,3813.76,26.23
Email & CRM,2025-03-01,2026-02-01,11,27,151.16,5.6,0,0.00,0.0,3964.92,3813.76,26.23
Email & CRM,2025-03-01,2026-03-01,12,27,151.16,5.6,0,0.00,0.0,3964.92,3813.76,26.23
Email & CRM,2025-03-01,2026-04-01,13,27,151.16,5.6,0,0.00,0.0,3964.92,3813.76,26.23
Email & CRM,2025-03-01,2026-05-01,14,27,151.16,5.6,0,0.00,0.0,3964.92,3813.76,26.23
Email & CRM,2025-03-01,2026-06-01,15,27,151.16,5.6,0,0.00,0.0,3964.92,3813.76,26.23
Marketplace,2024-08-01,2024-08-01,0,33,706.87,21.42,30,8602.24,2188.73,2188.73,1481.86,3.0964
Marketplace,2024-08-01,2024-09-01,1,33,706.87,21.42,5,1100.55,306.12,2494.85,1787.98,3.5294
Marketplace,2024-08-01,2024-10-01,2,33,706.87,21.42,7,1539.71,469.1,2963.95,2257.08,4.1931
Marketplace,2024-08-01,2024-11-01,3,33,706.87,21.42,2,332.42,132.78,3096.73,2389.86,4.3809
Marketplace,2024-08-01,2024-12-01,4,33,706.87,21.42,0,0.00,0.0,3096.73,2389.86,4.3809
Marketplace,2024-08-01,2025-01-01,5,33,706.87,21.42,1,46.98,-3.7,3093.03,2386.16,4.3757
Marketplace,2024-08-01,2025-02-01,6,33,706.87,21.42,0,0.00,0.0,3093.03,2386.16,4.3757
Marketplace,2024-08-01,2025-03-01,7,33,706.87,21.42,1,125.75,70.97,3164.0,2457.13,4.4761
Marketplace,2024-08-01,2025-04-01,8,33,706.87,21.42,1,25.56,16.67,3180.67,2473.8,4.4997
Marketplace,2024-08-01,2025-05-01,9,33,706.87,21.42,0,0.00,0.0,3180.67,2473.8,4.4997
Marketplace,2024-08-01,2025-06-01,10,33,706.87,21.42,1,261.79,80.84,3261.51,2554.64,4.614
Marketplace,2024-08-01,2025-07-01,11,33,706.87,21.42,1,122.76,64.13,3325.64,2618.77,4.7047
Marketplace,2024-08-01,2025-08-01,12,33,706.87,21.42,0,0.00,0.0,3325.64,2618.77,4.7047
Marketplace,2024-08-01,2025-09-01,13,33,706.87,21.42,0,0.00,0.0,3325.64,2618.77,4.7047
Marketplace,2024-08-01,2025-10-01,14,33,706.87,21.42,1,858.87,297.34,3622.98,2916.11,5.1254
Marketplace,2024-08-01,2025-11-01,15,33,706.87,21.42,0,0.00,0.0,3622.98,2916.11,5.1254
Marketplace,2024-08-01,2025-12-01,16,33,706.87,21.42,0,0.00,0.0,3622.98,2916.11,5.1254
Marketplace,2024-08-01,2026-01-01,17,33,706.87,21.42,0,0.00,0.0,3622.98,2916.11,5.1254
Marketplace,2024-08-01,2026-02-01,18,33,706.87,21.42,0,0.00,0.0,3622.98,2916.11,5.1254
Marketplace,2024-08-01,2026-03-01,19,33,706.87,21.42,0,0.00,0.0,3622.98,2916.11,5.1254
Marketplace,2024-08-01,2026-04-01,20,33,706.87,21.42,0,0.00,0.0,3622.98,2916.11,5.1254
Marketplace,2024-08-01,2026-05-01,21,33,706.87,21.42,0,0.00,0.0,3622.98,2916.11,5.1254
Marketplace,2024-08-01,2026-06-01,22,33,706.87,21.42,0,0.00,0.0,3622.98,2916.11,5.1254
Marketplace,2025-07-01,2025-07-01,0,47,1166.79,24.83,46,12469.24,3566.17,3566.17,2399.38,3.0564
Marketplace,2025-07-01,2025-08-01,1,47,1166.79,24.83,5,1467.99,615.71,4181.88,3015.09,3.5841
Marketplace,2025-07-01,2025-09-01,2,47,1166.79,24.83,4,1192.79,78.17,4260.05,3093.26,3.6511
Marketplace,2025-07-01,2025-10-01,3,47,1166.79,24.83,2,909.68,261.72,4521.77,3354.98,3.8754
Marketplace,2025-07-01,2025-11-01,4,47,1166.79,24.83,1,191.87,107.4,4629.17,3462.38,3.9674
Marketplace,2025-07-01,2025-12-01,5,47,1166.79,24.83,1,26.40,10.94,4640.11,3473.32,3.9768
Marketplace,2025-07-01,2026-01-01,6,47,1166.79,24.83,2,425.60,256.8,4896.91,3730.12,4.1969
Marketplace,2025-07-01,2026-02-01,7,47,1166.79,24.83,0,0.00,0.0,4896.91,3730.12,4.1969
Marketplace,2025-07-01,2026-03-01,8,47,1166.79,24.83,1,216.91,127.38,5024.29,3857.5,4.3061
Marketplace,2025-07-01,2026-04-01,9,47,1166.79,24.83,0,0.00,0.0,5024.29,3857.5,4.3061
Marketplace,2025-07-01,2026-05-01,10,47,1166.79,24.83,0,0.00,0.0,5024.29,3857.5,4.3061
Marketplace,2025-07-01,2026-06-01,11,47,1166.79,24.83,0,0.00,0.0,5024.29,3857.5,4.3061
Paid Search,2024-08-01,2024-08-01,0,63,2165.32,34.37,57,14671.68,3953.95,3953.95,1788.63,1.826
Paid Search,2024-08-01,2024-09-01,1,63,2165.32,34.37,12,2371.26,794.53,4748.48,2583.16,2.193
Paid Search,2024-08-01,2024-10-01,2,63,2165.32,34.37,17,4038.62,1664.25,6412.73,4247.41,2.9616
Paid Search,2024-08-01,2024-11-01,3,63,2165.32,34.37,9,1722.20,327.1,6739.83,4574.51,3.1126
Paid Search,2024-08-01,2024-12-01,4,63,2165.32,34.37,8,1908.31,486.99,7226.82,5061.5,3.3375
Paid Search,2024-08-01,2025-01-01,5,63,2165.32,34.37,5,896.00,342.25,7569.07,5403.75,3.4956
Paid Search,2024-08-01,2025-02-01,6,63,2165.32,34.37,4,617.13,300.54,7869.61,5704.29,3.6344
Paid Search,2024-08-01,2025-03-01,7,63,2165.32,34.37,4,1803.01,476.92,8346.53,6181.21,3.8546
Paid Search,2024-08-01,2025-04-01,8,63,2165.32,34.37,5,1629.91,697.1,9043.63,6878.31,4.1766
Paid Search,2024-08-01,2025-05-01,9,63,2165.32,34.37,1,128.06,75.91,9119.54,6954.22,4.2116
Paid Search,2024-08-01,2025-06-01,10,63,2165.32,34.37,1,172.61,60.22,9179.76,7014.44,4.2394
Paid Search,2024-08-01,2025-07-01,11,63,2165.32,34.37,0,0.00,0.0,9179.76,7014.44,4.2394
Paid Search,2024-08-01,2025-08-01,12,63,2165.32,34.37,0,0.00,0.0,9179.76,7014.44,4.2394
Paid Search,2024-08-01,2025-09-01,13,63,2165.32,34.37,1,202.35,84.8,9264.56,7099.24,4.2786
Paid Search,2024-08-01,2025-10-01,14,63,2165.32,34.37,0,0.00,0.0,9264.56,7099.24,4.2786
Paid Search,2024-08-01,2025-11-01,15,63,2165.32,34.37,0,0.00,0.0,9264.56,7099.24,4.2786
Paid Search,2024-08-01,2025-12-01,16,63,2165.32,34.37,0,0.00,0.0,9264.56,7099.24,4.2786
Paid Search,2024-08-01,2026-01-01,17,63,2165.32,34.37,0,0.00,0.0,9264.56,7099.24,4.2786
Paid Search,2024-08-01,2026-02-01,18,63,2165.32,34.37,0,0.00,0.0,9264.56,7099.24,4.2786
Paid Search,2024-08-01,2026-03-01,19,63,2165.32,34.37,0,0.00,0.0,9264.56,7099.24,4.2786
Paid Search,2024-08-01,2026-04-01,20,63,2165.32,34.37,1,902.95,-1.61,9262.95,7097.63,4.2779
Paid Search,2024-08-01,2026-05-01,21,63,2165.32,34.37,0,0.00,0.0,9262.95,7097.63,4.2779
Paid Search,2024-08-01,2026-06-01,22,63,2165.32,34.37,0,0.00,0.0,9262.95,7097.63,4.2779
Paid Search,2025-07-01,2025-07-01,0,69,2451.79,35.53,57,18369.28,4519.74,4519.74,2067.95,1.8434
Paid Search,2025-07-01,2025-08-01,1,69,2451.79,35.53,22,6881.72,1611.94,6131.68,3679.89,2.5009
Paid Search,2025-07-01,2025-09-01,2,69,2451.79,35.53,14,4251.16,771.61,6903.29,4451.5,2.8156
Paid Search,2025-07-01,2025-10-01,3,69,2451.79,35.53,12,5164.86,648.83,7552.12,5100.33,3.0802
Paid Search,2025-07-01,2025-11-01,4,69,2451.79,35.53,12,3473.96,1171.9,8724.02,6272.23,3.5582
Paid Search,2025-07-01,2025-12-01,5,69,2451.79,35.53,4,800.20,190.96,8914.98,6463.19,3.6361
Paid Search,2025-07-01,2026-01-01,6,69,2451.79,35.53,7,2069.48,499.77,9414.75,6962.96,3.8399
Paid Search,2025-07-01,2026-02-01,7,69,2451.79,35.53,5,561.94,128.87,9543.62,7091.83,3.8925
Paid Search,2025-07-01,2026-03-01,8,69,2451.79,35.53,3,928.11,376.23,9919.85,7468.06,4.046
Paid Search,2025-07-01,2026-04-01,9,69,2451.79,35.53,3,405.45,145.11,10064.96,7613.17,4.1051
Paid Search,2025-07-01,2026-05-01,10,69,2451.79,35.53,1,121.22,55.24,10120.2,7668.41,4.1277
Paid Search,2025-07-01,2026-06-01,11,69,2451.79,35.53,0,0.00,0.0,10120.2,7668.41,4.1277
Paid Social,2024-03-01,2024-03-01,0,36,936.20,26.01,31,7923.02,1179.18,1179.18,242.98,1.2595
Paid Social,2024-03-01,2024-04-01,1,36,936.20,26.01,7,1497.91,340.71,1519.89,583.69,1.6235
Paid Social,2024-03-01,2024-05-01,2,36,936.20,26.01,3,1671.37,-588.22,931.67,-4.53,0.9952
Paid Social,2024-03-01,2024-06-01,3,36,936.20,26.01,3,495.32,237.66,1169.33,233.13,1.249
Paid Social,2024-03-01,2024-07-01,4,36,936.20,26.01,1,287.58,72.38,1241.71,305.51,1.3263
Paid Social,2024-03-01,2024-08-01,5,36,936.20,26.01,2,227.11,37.86,1279.57,343.37,1.3668
Paid Social,2024-03-01,2024-09-01,6,36,936.20,26.01,1,105.94,30.96,1310.53,374.33,1.3998
Paid Social,2024-03-01,2024-10-01,7,36,936.20,26.01,0,0.00,0.0,1310.53,374.33,1.3998
Paid Social,2024-03-01,2024-11-01,8,36,936.20,26.01,0,0.00,0.0,1310.53,374.33,1.3998
Paid Social,2024-03-01,2024-12-01,9,36,936.20,26.01,2,381.64,22.02,1332.55,396.35,1.4234
Paid Social,2024-03-01,2025-01-01,10,36,936.20,26.01,0,0.00,0.0,1332.55,396.35,1.4234
Paid Social,2024-03-01,2025-02-01,11,36,936.20,26.01,1,33.23,8.01,1340.56,404.36,1.4319
Paid Social,2024-03-01,2025-03-01,12,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2024-03-01,2025-04-01,13,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2024-03-01,2025-05-01,14,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2024-03-01,2025-06-01,15,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2024-03-01,2025-07-01,16,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2024-03-01,2025-08-01,17,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2024-03-01,2025-09-01,18,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2024-03-01,2025-10-01,19,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2024-03-01,2025-11-01,20,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2024-03-01,2025-12-01,21,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2024-03-01,2026-01-01,22,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2024-03-01,2026-02-01,23,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2024-03-01,2026-03-01,24,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2024-03-01,2026-04-01,25,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2024-03-01,2026-05-01,26,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2024-03-01,2026-06-01,27,36,936.20,26.01,0,0.00,0.0,1340.56,404.36,1.4319
Paid Social,2025-05-01,2025-05-01,0,87,2815.23,32.36,79,23804.75,4232.39,4232.39,1417.16,1.5034
Paid Social,2025-05-01,2025-06-01,1,87,2815.23,32.36,16,2654.86,625.8,4858.19,2042.96,1.7257
Paid Social,2025-05-01,2025-07-01,2,87,2815.23,32.36,10,2437.67,879.48,5737.67,2922.44,2.0381
Paid Social,2025-05-01,2025-08-01,3,87,2815.23,32.36,4,2528.22,297.54,6035.21,3219.98,2.1438
Paid Social,2025-05-01,2025-09-01,4,87,2815.23,32.36,3,561.64,78.62,6113.83,3298.6,2.1717
Paid Social,2025-05-01,2025-10-01,5,87,2815.23,32.36,3,790.71,84.74,6198.57,3383.34,2.2018
Paid Social,2025-05-01,2025-11-01,6,87,2815.23,32.36,1,196.44,-169.79,6028.78,3213.55,2.1415
Paid Social,2025-05-01,2025-12-01,7,87,2815.23,32.36,1,322.01,-130.71,5898.07,3082.84,2.0951
Paid Social,2025-05-01,2026-01-01,8,87,2815.23,32.36,0,0.00,0.0,5898.07,3082.84,2.0951
Paid Social,2025-05-01,2026-02-01,9,87,2815.23,32.36,0,0.00,0.0,5898.07,3082.84,2.0951
Paid Social,2025-05-01,2026-03-01,10,87,2815.23,32.36,0,0.00,0.0,5898.07,3082.84,2.0951
Paid Social,2025-05-01,2026-04-01,11,87,2815.23,32.36,0,0.00,0.0,5898.07,3082.84,2.0951
Paid Social,2025-05-01,2026-05-01,12,87,2815.23,32.36,0,0.00,0.0,5898.07,3082.84,2.0951
Paid Social,2025-05-01,2026-06-01,13,87,2815.23,32.36,0,0.00,0.0,5898.07,3082.84,2.0951
Paid Social,2025-11-01,2025-11-01,0,147,5185.00,35.27,142,35353.09,5878.2,5878.2,693.2,1.1337
Paid Social,2025-11-01,2025-12-01,1,147,5185.00,35.27,20,3678.12,886.35,6764.55,1579.55,1.3046
Paid Social,2025-11-01,2026-01-01,2,147,5185.00,35.27,9,2356.22,602.02,7366.57,2181.57,1.4207
Paid Social,2025-11-01,2026-02-01,3,147,5185.00,35.27,12,2450.44,15.05,7381.62,2196.62,1.4236
Paid Social,2025-11-01,2026-03-01,4,147,5185.00,35.27,3,495.86,175.7,7557.32,2372.32,1.4575
Paid Social,2025-11-01,2026-04-01,5,147,5185.00,35.27,4,2755.20,264.01,7821.33,2636.33,1.5085
Paid Social,2025-11-01,2026-05-01,6,147,5185.00,35.27,2,1342.98,181.48,8002.81,2817.81,1.5435
Paid Social,2025-11-01,2026-06-01,7,147,5185.00,35.27,1,252.02,71.53,8074.34,2889.34,1.5572
Affiliate,2025-03-01,2025-03-01,0,21,918.47,43.74,21,5251.17,1487.03,1487.03,568.56,1.619
Affiliate,2025-03-01,2025-04-01,1,21,918.47,43.74,0,0.00,0.0,1487.03,568.56,1.619
Affiliate,2025-03-01,2025-05-01,2,21,918.47,43.74,5,1144.03,504.5,1991.53,1073.06,2.1683
Affiliate,2025-03-01,2025-06-01,3,21,918.47,43.74,2,392.16,20.42,2011.95,1093.48,2.1905
Affiliate,2025-03-01,2025-07-01,4,21,918.47,43.74,1,147.32,-2.4,2009.55,1091.08,2.1879
Affiliate,2025-03-01,2025-08-01,5,21,918.47,43.74,2,437.46,40.02,2049.57,1131.1,2.2315
Affiliate,2025-03-01,2025-09-01,6,21,918.47,43.74,1,250.58,49.64,2099.21,1180.74,2.2856
Affiliate,2025-03-01,2025-10-01,7,21,918.47,43.74,0,0.00,0.0,2099.21,1180.74,2.2856
Affiliate,2025-03-01,2025-11-01,8,21,918.47,43.74,0,0.00,0.0,2099.21,1180.74,2.2856
Affiliate,2025-03-01,2025-12-01,9,21,918.47,43.74,0,0.00,0.0,2099.21,1180.74,2.2856
Affiliate,2025-03-01,2026-01-01,10,21,918.47,43.74,0,0.00,0.0,2099.21,1180.74,2.2856
Affiliate,2025-03-01,2026-02-01,11,21,918.47,43.74,1,93.74,7.6,2106.81,1188.34,2.2938
Affiliate,2025-03-01,2026-03-01,12,21,918.47,43.74,0,0.00,0.0,2106.81,1188.34,2.2938
Affiliate,2025-03-01,2026-04-01,13,21,918.47,43.74,0,0.00,0.0,2106.81,1188.34,2.2938
Affiliate,2025-03-01,2026-05-01,14,21,918.47,43.74,0,0.00,0.0,2106.81,1188.34,2.2938
Affiliate,2025-03-01,2026-06-01,15,21,918.47,43.74,0,0.00,0.0,2106.81,1188.34,2.2938
Email & CRM,2025-10-01,2025-10-01,0,39,254.28,6.52,37,10460.02,2053.6,2053.6,1799.32,8.0761
Email & CRM,2025-10-01,2025-11-01,1,39,254.28,6.52,8,2365.56,451.09,2504.69,2250.41,9.8501
Email & CRM,2025-10-01,2025-12-01,2,39,254.28,6.52,6,1547.53,467.8,2972.49,2718.21,11.6898
Email & CRM,2025-10-01,2026-01-01,3,39,254.28,6.52,9,1960.55,552.52,3525.01,3270.73,13.8627
Email & CRM,2025-10-01,2026-02-01,4,39,254.28,6.52,8,1745.55,430.41,3955.42,3701.14,15.5554
Email & CRM,2025-10-01,2026-03-01,5,39,254.28,6.52,2,581.22,130.47,4085.89,3831.61,16.0685
Email & CRM,2025-10-01,2026-04-01,6,39,254.28,6.52,5,1953.16,237.64,4323.53,4069.25,17.003
Email & CRM,2025-10-01,2026-05-01,7,39,254.28,6.52,3,792.21,223.42,4546.95,4292.67,17.8817
Email & CRM,2025-10-01,2026-06-01,8,39,254.28,6.52,4,699.16,352.69,4899.64,4645.36,19.2687
Marketplace,2024-10-01,2024-10-01,0,49,1171.97,23.92,48,16889.96,4439.66,4439.66,3267.69,3.7882
Marketplace,2024-10-01,2024-11-01,1,49,1171.97,23.92,8,2567.10,963.88,5403.54,4231.57,4.6106
Marketplace,2024-10-01,2024-12-01,2,49,1171.97,23.92,7,1009.42,252.11,5655.65,4483.68,4.8258
Marketplace,2024-10-01,2025-01-01,3,49,1171.97,23.92,1,798.47,149.98,5805.63,4633.66,4.9537
Marketplace,2024-10-01,2025-02-01,4,49,1171.97,23.92,2,684.04,183.99,5989.62,4817.65,5.1107
Marketplace,2024-10-01,2025-03-01,5,49,1171.97,23.92,1,548.95,248.18,6237.8,5065.83,5.3225
Marketplace,2024-10-01,2025-04-01,6,49,1171.97,23.92,2,1680.26,114.89,6352.69,5180.72,5.4205
Marketplace,2024-10-01,2025-05-01,7,49,1171.97,23.92,1,78.68,21.23,6373.92,5201.95,5.4386
Marketplace,2024-10-01,2025-06-01,8,49,1171.97,23.92,1,332.97,32.31,6406.23,5234.26,5.4662
Marketplace,2024-10-01,2025-07-01,9,49,1171.97,23.92,1,503.58,123.24,6529.47,5357.5,5.5714
Marketplace,2024-10-01,2025-08-01,10,49,1171.97,23.92,0,0.00,0.0,6529.47,5357.5,5.5714
Marketplace,2024-10-01,2025-09-01,11,49,1171.97,23.92,0,0.00,0.0,6529.47,5357.5,5.5714
Marketplace,2024-10-01,2025-10-01,12,49,1171.97,23.92,0,0.00,0.0,6529.47,5357.5,5.5714
Marketplace,2024-10-01,2025-11-01,13,49,1171.97,23.92,0,0.00,0.0,6529.47,5357.5,5.5714
Marketplace,2024-10-01,2025-12-01,14,49,1171.97,23.92,0,0.00,0.0,6529.47,5357.5,5.5714
Marketplace,2024-10-01,2026-01-01,15,49,1171.97,23.92,0,0.00,0.0,6529.47,5357.5,5.5714
Marketplace,2024-10-01,2026-02-01,16,49,1171.97,23.92,0,0.00,0.0,6529.47,5357.5,5.5714
Marketplace,2024-10-01,2026-03-01,17,49,1171.97,23.92,0,0.00,0.0,6529.47,5357.5,5.5714
Marketplace,2024-10-01,2026-04-01,18,49,1171.97,23.92,0,0.00,0.0,6529.47,5357.5,5.5714
Marketplace,2024-10-01,2026-05-01,19,49,1171.97,23.92,0,0.00,0.0,6529.47,5357.5,5.5714
Marketplace,2024-10-01,2026-06-01,20,49,1171.97,23.92,0,0.00,0.0,6529.47,5357.5,5.5714
Marketplace,2025-06-01,2025-06-01,0,54,1161.54,21.51,50,13073.39,3409.24,3409.24,2247.7,2.9351
Marketplace,2025-06-01,2025-07-01,1,54,1161.54,21.51,8,1895.85,630.83,4040.07,2878.53,3.4782
Marketplace,2025-06-01,2025-08-01,2,54,1161.54,21.51,5,766.35,287.12,4327.19,3165.65,3.7254
Marketplace,2025-06-01,2025-09-01,3,54,1161.54,21.51,3,758.92,280.76,4607.95,3446.41,3.9671
Marketplace,2025-06-01,2025-10-01,4,54,1161.54,21.51,2,1475.36,494.41,5102.36,3940.82,4.3928
Marketplace,2025-06-01,2025-11-01,5,54,1161.54,21.51,1,581.34,-500.05,4602.31,3440.77,3.9622
Marketplace,2025-06-01,2025-12-01,6,54,1161.54,21.51,2,639.49,319.62,4921.93,3760.39,4.2374
Marketplace,2025-06-01,2026-01-01,7,54,1161.54,21.51,0,0.00,0.0,4921.93,3760.39,4.2374
Marketplace,2025-06-01,2026-02-01,8,54,1161.54,21.51,1,454.67,171.89,5093.82,3932.28,4.3854
Marketplace,2025-06-01,2026-03-01,9,54,1161.54,21.51,0,0.00,0.0,5093.82,3932.28,4.3854
Marketplace,2025-06-01,2026-04-01,10,54,1161.54,21.51,0,0.00,0.0,5093.82,3932.28,4.3854
Marketplace,2025-06-01,2026-05-01,11,54,1161.54,21.51,0,0.00,0.0,5093.82,3932.28,4.3854
Marketplace,2025-06-01,2026-06-01,12,54,1161.54,21.51,0,0.00,0.0,5093.82,3932.28,4.3854
Marketplace,2025-08-01,2025-08-01,0,51,1267.55,24.85,46,19276.80,4636.31,4636.31,3368.76,3.6577
Marketplace,2025-08-01,2025-09-01,1,51,1267.55,24.85,10,2618.68,646.8,5283.11,4015.56,4.168
Marketplace,2025-08-01,2025-10-01,2,51,1267.55,24.85,8,1474.55,158.97,5442.08,4174.53,4.2934
Marketplace,2025-08-01,2025-11-01,3,51,1267.55,24.85,1,596.09,116.24,5558.32,4290.77,4.3851
Marketplace,2025-08-01,2025-12-01,4,51,1267.55,24.85,1,122.76,-2.67,5555.65,4288.1,4.383
Marketplace,2025-08-01,2026-01-01,5,51,1267.55,24.85,1,224.05,12.95,5568.6,4301.05,4.3932
Marketplace,2025-08-01,2026-02-01,6,51,1267.55,24.85,0,0.00,0.0,5568.6,4301.05,4.3932
Marketplace,2025-08-01,2026-03-01,7,51,1267.55,24.85,1,507.18,59.33,5627.93,4360.38,4.44
Marketplace,2025-08-01,2026-04-01,8,51,1267.55,24.85,0,0.00,0.0,5627.93,4360.38,4.44
Marketplace,2025-08-01,2026-05-01,9,51,1267.55,24.85,0,0.00,0.0,5627.93,4360.38,4.44
Marketplace,2025-08-01,2026-06-01,10,51,1267.55,24.85,0,0.00,0.0,5627.93,4360.38,4.44
Marketplace,2026-01-01,2026-01-01,0,43,919.63,21.39,38,12158.15,3057.69,3057.69,2138.06,3.3249
Marketplace,2026-01-01,2026-02-01,1,43,919.63,21.39,8,2720.83,811.18,3868.87,2949.24,4.207
Marketplace,2026-01-01,2026-03-01,2,43,919.63,21.39,2,209.84,24.2,3893.07,2973.44,4.2333
Marketplace,2026-01-01,2026-04-01,3,43,919.63,21.39,0,0.00,0.0,3893.07,2973.44,4.2333
Marketplace,2026-01-01,2026-05-01,4,43,919.63,21.39,2,348.74,163.69,4056.76,3137.13,4.4113
Marketplace,2026-01-01,2026-06-01,5,43,919.63,21.39,1,240.79,-31.72,4025.04,3105.41,4.3768
Organic Search,2024-09-01,2024-09-01,0,64,259.44,4.05,63,16069.09,4698.38,4698.38,4438.94,18.1097
Organic Search,2024-09-01,2024-10-01,1,64,259.44,4.05,10,2646.34,648.44,5346.82,5087.38,20.6091
Organic Search,2024-09-01,2024-11-01,2,64,259.44,4.05,16,4949.56,972.82,6319.64,6060.2,24.3588
Organic Search,2024-09-01,2024-12-01,3,64,259.44,4.05,9,3295.85,698.22,7017.86,6758.42,27.05
Organic Search,2024-09-01,2025-01-01,4,64,259.44,4.05,7,1672.66,317.54,7335.4,7075.96,28.274
Organic Search,2024-09-01,2025-02-01,5,64,259.44,4.05,4,753.72,267.57,7602.97,7343.53,29.3053
Organic Search,2024-09-01,2025-03-01,6,64,259.44,4.05,6,1137.00,360.43,7963.4,7703.96,30.6946
Organic Search,2024-09-01,2025-04-01,7,64,259.44,4.05,2,625.96,130.47,8093.87,7834.43,31.1975
Organic Search,2024-09-01,2025-05-01,8,64,259.44,4.05,5,634.72,89.03,8182.9,7923.46,31.5406
Organic Search,2024-09-01,2025-06-01,9,64,259.44,4.05,4,626.37,255.93,8438.83,8179.39,32.5271
Organic Search,2024-09-01,2025-07-01,10,64,259.44,4.05,2,418.93,176.25,8615.08,8355.64,33.2064
Organic Search,2024-09-01,2025-08-01,11,64,259.44,4.05,3,1268.75,130.22,8745.3,8485.86,33.7084
Organic Search,2024-09-01,2025-09-01,12,64,259.44,4.05,1,410.42,162.48,8907.78,8648.34,34.3346
Organic Search,2024-09-01,2025-10-01,13,64,259.44,4.05,3,380.12,174.78,9082.56,8823.12,35.0083
Organic Search,2024-09-01,2025-11-01,14,64,259.44,4.05,0,0.00,0.0,9082.56,8823.12,35.0083
Organic Search,2024-09-01,2025-12-01,15,64,259.44,4.05,0,0.00,0.0,9082.56,8823.12,35.0083
Organic Search,2024-09-01,2026-01-01,16,64,259.44,4.05,1,59.62,0.0,9082.56,8823.12,35.0083
